AAPL
TRU
CDW
HOLX
PXD
GWW
PCG
NTRS
VTR
XYL
DOV
GRMN
KDP
EXPE
MLM
BR
HIG
TYL
CMS
DDOG
HUBS
IR
AKAM
CTLT
OKE
CVNA
PODD
TRMB
URI
INVH
ZEN
TSCO
SUI
INCY
HZNP
STE
PKI
DGX
NUE
VAR
CTXS
EXPD
BMRN
SSNC
TIF
WDC
HAL
CAH
MPWR
MTB
RF
DRI
KMX
ANET
CFG
ULTA
HPE
ALNY
DPZ
IEX
LDOS
EXR
NVCR
FMC
DRE
ZS
NTAP
CZR
ABMD
HES
MAA
ELAN
TDY
NVR
IAC
GNRC
GPC
RCL
CDAY
MKL
ABC
ACGL
GDDY
AVTR
VICI
LNG
STX
PFG
EMN
BKR
CCK
CINF
OMC
BXP
MASI
CGNX
BKI
AVLR
MGM
PKG
ENTG
BRK.A
HBAN
AVY
LNT
SRPT
DKNG
PENN
CHRW
UAL
FDS
MOH
EVRG
SJM
PTC
HRL
NUAN
CRL
JKHY
WPC
BIO
HAS
LYFT
CABO
GGG
CCL
FBHS
RPM
CNP
NLY
ATO
NLOK
WTRG
JBHT
MPW
CXO
LW
XRAY
BRO
HEI.A
FIVN
UDR
WRK
WHR
MTN
ZG
VMW
HWM
TXT
PHM
CHGG
GH
XPO
FNF
IFF
FFIV
GWRE
LUMN
AAP
ALLE
RJF
BFAM
NDSN
HST
LYV
EQH
TXG
UHS
TTC
ZNGA
APO
CBOE
ATUS
PWR
MRTX
CPT
OLED
TREX
ARMK
HSIC
AMED
CPB
BWA
LII
GLPI
SNA
FOXA
IPG
LNC
FND
LKQ
RGEN
WU
PNW
WEX
NRG
NBIX
GL
WRB
VST
FSLR
ESTC
PNR
AZPN
ATR
IAA
NWSA
BG
TPR
ROL
DVA
IRM
RNR
AGNC
GNTX
IPHI
CSL
LB
LPLA
MKSI
OHI
OC
EHC
CF
VER
CIEN
NWL
SCI
NCLH
AIZ
FSLY
MHK
PRAH
AMH
RP
FWONK
STOR
DT
SMAR
PFPT
IIVI
CMA
RGA
WSM
AAXN
MOS
PCTY
NYT
DISCK
SMG
IPGP
RS
NTRA
JLL
SEIC
DNLI
IONS
ACM
NLSN
VOYA
BERY
ARWR
JNPR
EV
AOS
WSO
STLD
ARW
UGI
ABNB
EEFT
WWD
IVZ
LAMR
MIDD
NNN
ZION
EWBC
FHN
NVAX
NVTA
DCI
RGLD
LSXMK
SBNY
RH
XLRN
HII
LECO
CHDN
BL
CBSH
ADPT
RHI
SIRI
IRTC
UTHR
TMX
PVH
VNO
MANH
DBX
USFD
KRC
ITT
RDFN
DXC
CASY
AYX
HRC
TGTX
FRT
AFG
KSS
QDEL
OGE
LHCG
ACAD
CHWY
SRCL
PFGC
CPRI
CDK
PLNT
KNX
REXR
CACI
TTEK
BPMC
ERIE
QTWO
EXEL
AGCO
NTNX
LSCC
IOVA
APPN
BLD
PRGO
DLB
PB
HTA
BC
HAE
LFUS
AXTA
TRGP
DVN
CG
ACC
BYND
OSK
CLF
JBL
FLIR
BWXT
AIRC
CLGX
ORI
GPS
LSI
NVRO
TCF
TNDM
VAC
PII
WH
PBCT
MSA
FAF
FRPT
TWST
PSTG
WAL
EGP
BRKR
NVST
HQY
YETI
FR
ATH
TPX
PRI
NOV
MDU
BBIO
PLTR
NATI
TKR
MRO
LSTR
STWD
BJ
EVBG
SSB
TXRH
OMCL
HBI
ARES
HUN
INGR
BRKS
CUZ
RBC
FEYE
CFR
SF
BRX
GMED
VRNS
DEI
DISCA
SKX
MRCY
CW
IDA
TW
FLS
NCR
FFIN
INSP
HLF
KMPR
ALLK
BLDR
SAIA
JHG
BPOP
SMTC
ALSN
SLM
NYCB
IART
PNFP
IRDM
IBKR
EXPO
SYNH
ESNT
GPK
OLLI
NXST
POWI
PACB
APPS
ALRM
RL
SNV
RXN
JBLU
AYI
MMS
HASI
VNT
KBR
TPTX
ACHC
RLI
JEF
RPD
KOD
FOXF
AMG
CCMP
PE
GBCI
SLG
VRT
FTDR
VVV
KNSL
SRC
JCOM
PINC
QRTEA
EBS
ACIW
FL
GTLS
MTG
ICUI
EXP
LAZ
THC
ENV
CHNG
UNM
PPD
NEOG
UBSI
NRZ
PTCT
ASGN
HIW
FLO
CRI
SPR
IIPR
CC
PK
CNXC
HXL
SSD
QLYS
LPX
PRLB
HR
CROX
FCN
RYN
JBGS
SIGI
TRNO
THG
MEDP
NVT
UHAL
WCC
NOVT
OGS
AJRD
PNM
QTS
XEC
RDN
CFX
VRNT
AXS
BXMT
BKH
POR
CR
LPRO
OZK
CHH
TRUP
HFC
CNNE
CLH
WBS
MTZ
WMS
EVR
CRNC
SABR
SPSC
NFE
ZI
ESI
WSC
LPSN
OVV
HPP
ENSG
AEIS
VLY
XRX
ITRI
NFG
AVNT
PRG
BCPC
COHR
STAA
BMCH
JBT
VMI
AWI
AIMC
WDFC
ADC
SBRA
BCO
OMF
NEWR
EQT
MUSA
CDLX
STL
FCEL
EGHT
OLN
WTFC
LSXMA
LANC
VC
APLS
ONEM
AVT
JWN
MSGS
HL
TENB
NEU
UMPQ
DIOD
HLI
INSM
STMP
SFIX
KTOS
NJR
CDNA
VIAV
SNX
CACC
RHP
KWR
HHC
BYD
ADS
TRTN
SDGR
SGMS
DKS
ETRN
PRSP
ARRY
MSM
WTS
SYNA
CBU
RETA
UNVR
WPX
SPB
HMSY
TNET
MGNI
BHF
CNMD
AMN
CCXI
BKU
UFPI
GKOS
ALKS
SWAV
TMHC
PCH
UNF
UAA
SWX
UPWK
CBRL
MTH
CNO
NGVT
LCII
SR
EQC
SXT
UMBF
SHAK
WMG
SPCE
UA
HRB
NKTR
FHB
WK
FNB
TGNA
FGEN
CHX
BOH
CWST
EBC
PACW
CLDR
AEO
TCBI
NSP
KMT
REZI
VG
NTLA
NSTG
HWC
SEM
ARNC
MPLN
PPBI
WTM
MMSI
NHI
OFC
NWE
APPF
GATX
KBH
NUVA
APAM
LXP
AWR
PFSI
BLKB
SVMK
HOMB
FN
CARG
ACIA
SLGN
MIC
VCYT
BXS
EVTC
MSTR
LTHM
NUS
ARVN
AAON
APLE
CVET
COLM
FHI
AGR
EXLS
MP
CORT
TWOU
FCFS
VSH
BMI
FCNCA
AZEK
GBT
SMPL
MDLA
CSOD
PSB
ABG
CMD
FELE
ITGR
ONB
FUL
COMM
ESE
NSIT
REGI
DNB
SAFM
HGV
PZZA
NKLA
RCM
WRI
ACA
WD
ENR
ASB
WLK
CWT
PDCO
MC
MGEE
ALGT
AEL
AUB
CCOI
MTSI
COLB
GDOT
WWW
GT
ABM
MXL
XNCR
SONO
APG
PEB
ABCB
VIRT
SCL
ALTR
CVBF
CMC
KFY
EPR
MATX
MDC
AXSM
KAR
CIM
CBT
PCRX
UCBI
CVLT
HP
CATY
ESGR
PRMW
THS
MOG.A
CWEN
INDB
IBP
RLJ
ATRC
SFM
NGHC
BRC
LGIH
SLQT
ISBC
CLNY
TDC
RKT
DY
TEX
WERN
CDE
ELY
QS
GCMG
IBTX
ITCI
SPXC
XPER
GPI
TPH
DCPH
AIN
PS
TRN
BECN
PLXS
IRBT
MDRX
MAXR
WWE
WSFS
NAV
EPAY
JJSF
IOSP
AVNS
MED
SJI
EPRT
FCPT
SNBR
COTY
HLNE
BBBY
KW
PD
ATI
RCKT
WKHS
CTRE
FRME
FBC
FWRD
KTB
MTX
PDCE
CMP
THRM
HCSG
GHC
SFNC
SHEN
MSGE
VSAT
SANM
KURA
BDN
FULT
CTB
FBP
MD
RUSHA
IBOC
WSBC
MLHR
PRGS
SJW
PDM
EXPI
FSS
FLR
GSHD
RCII
SPWR
OSTK
NSA
PLMR
RMBS
WGO
HRTX
CNX
NMIH
ATKR
SWN
GNW
WAFD
SVC
BOKF
MWA
SKYW
MTOR
NTCT
INT
JW.A
AVAV
MRVI
PAG
TPIC
SFBS
PSMT
BCC
MGLN
OI
EPC
OMI
VICR
RVMD
BDC
RPAI
PGNY
IDCC
NAVI
MFA
IMVT
MLI
FSR
HTH
PRAA
RVNC
EIDX
FMBI
TDS
HUBG
RNST
PIPR
PMT
BGS
CPK
ATSG
UFS
CNK
RPAY
DEA
PRSC
GRWG
VRRM
CNS
SGMO
XHR
WOR
KRTX
ADUS
OTTR
WRE
EHTH
IRWD
VLDR
PGRE
MUR
LMND
PBH
VIR
UI
LZB
CSWI
INFN
GDRX
LBRDA
MNRO
KN
HMN
TWNK
ABR
WBT
BANF
ENDP
FFBC
MGRC
CFFN
DRH
JELD
SRNE
FIBK
CSII
CXP
CWK
ATGE
TRMK
CYRX
MRSN
NARI
SEAS
HRI
ESRT
RRR
YEXT
EGOV
ALLO
PJT
HLIO
MNR
SITC
ILPT
VRTS
PRFT
WDR
NWBI
PRK
ARI
DOMO
KAMN
CVA
RRC
ATRA
GNL
NPO
BLMN
ODP
AMWD
AVYA
LGND
PATK
AAWW
ALG
USPH
REYN
RLGY
SSTK
GEF
HYLN
AMWL
BANR
FUBO
AHCO
YMAB
VGR
URBN
PRPL
COHU
LTC
SBH
OCUL
INO
VRTU
SBCF
SASR
TTGT
ZNTL
KALU
ROIC
OPK
HTLF
OSIS
PNTG
HNI
AAT
SWCH
SBGI
CELH
RGNX
UE
MCRB
GTN
CVCO
TRS
GCP
MYGN
SYKE
HSC
WABC
LEN.B
NYMT
LNN
MEI
JRVR
DRNA
HCAT
CYTK
VCEL
MCY
TTMI
SC
CRS
FOCS
VSTO
SMCI
PHR
NWN
TVTX
HURN
MLAB
EPAC
CMPR
CSGS
MTDR
VRM
NBTB
ZUO
CBZ
CDXS
AROC
TTEC
BCRX
CCS
GLUU
INOV
MTRN
PFS
AXNX
ICFI
EAF
BRMK
HSKA
BRP
STC
CENTA
ASTE
BGCP
MBUU
LKFN
ANF
MSEX
CATM
AZZ
EVH
SUPN
WHD
AMKR
LESL
TBIO
VBTX
GVA
KRG
ADV
VCRA
TROX
ALEX
ECPG
AMRC
SWM
AKR
MGNX
SNDR
INSG
DLX
EVOP
IMGN
FWONA
IRT
GMS
EGBN
TNC
CSTL
ADT
ECOL
RAVN
EB
CWEN.A
DDD
RCUS
UIS
DK
RYTM
EVRI
CHRS
QTRX
UCTT
WW
FCF
CLB
CERS
FBK
SHC
LASR
BSIG
GWB
ZGNX
LEVI
BLI
OCFC
MTSC
NTGR
BUSE
SRRK
RGR
MDGL
LGF.B
UVV
AMSF
SDC
PGTI
STOK
GBX
CHCO
UPLD
UTZ
OPI
HCC
FRG
PBI
MIK
CVGW
NMRK
SCS
NNI
DRQ
TBK
IPAR
MODN
SLP
RWT
GFF
REPL
CERT
MYRG
SWTX
OPCH
CTS
GPRO
BIGC
ARCT
CLNE
BLFS
SBSI
OXM
NXGN
CHCT
ARCB
BHE
QNST
LMNX
BLNK
CWH
FREQ
NBHC
EBIX
MRTN
PLT
GTY
CRVL
SATS
GME
KPTI
OFG
EOSE
SXI
HPK
GNMK
NCNO
CLI
KROS
GIII
DHC
STBA
BATRK
ADVM
CSR
PRA
FBNC
LC
SITM
TFSL
HEES
TMP
BRBR
CEVA
SHYF
LADR
PPC
USNA
SWBI
BRKL
EIG
AMCX
TBPH
NP
GRPN
ATRI
EFSC
AXL
PFC
PTEN
SKT
TRHC
MATW
DCT
GES
EPZM
WNC
HTLD
SWI
MMI
ACLS
AMRS
NVEE
PSN
ASAN
CLR
SNEX
SNDX
DENN
NXRT
SYBT
KRNY
UNFI
LNTH
XPEL
ANGI
ACMR
CYH
ALXO
JAMF
MGY
CMCO
GABC
BHLB
LRN
BKE
CLBK
INGN
PSNL
HFWA
NHC
ATEC
LL
BKD
CNST
ATNX
AFIN
ICHR
IGMS
PMVP
EXTR
PRDO
TVTY
KRYS
SCHN
KFRC
FDP
SSP
VVNT
BJRI
RDUS
ENVA
UHT
ACCO
TCMD
MDXG
APOG
HNGR
TCBK
VECO
CKH
RDNT
VVI
CNDT
DBD
STRO
ANAT
GLDD
OFIX
SPT
MVIS
VIVO
AIV
PGEN
PTGX
AGYS
IHRT
PETQ
RVLV
VTOL
MYE
CXW
RESI
ENTA
LBRT
VERU
RILY
WMK
BCOV
STTK
CIR
OSUR
DNOW
BCOR
VERX
SMP
BALY
SIBN
SEB
KNL
ZUMZ
MDP
CBB
CARS
RLAY
TPRE
NX
FFWM
ALGM
WETF
AMPH
MCRI
ADTN
ANDE
HIBB
EBSB
GLT
KELYA
TCX
SPWH
BDTX
INVA
KDMN
HLIT
PDFS
XENT
QADA
BPFH
GRC
CCF
PLCE
AMBC
PAYA
ICPT
BNL
HMST
OSPN
ESPR
RADI
FLWS
SCSC
LMAT
SM
FLGT
ACCD
HZO
MITK
PLAB
RPT
CLDX
WTRE
ALBO
LGF.A
DMRC
TBI
CDMO
PRVB
FPRX
PBF
TCRR
PFBC
BTAI
ARR
JBSS
UTL
AGX
MNKD
VNDA
NTUS
FBMS
NWLI
CRIS
ERII
SGRY
PTVE
TRTX
SP
CRMT
NFBK
VREX
AXGN
MGPI
AAN
ABTX
MSP
CNOB
TBBK
CRDF
TRST
PRTY
YORW
ANIK
CARA
EFC
AERI
PRAX
NGM
USCR
COWN
BV
AEGN
CLCT
ISEE
HY
ARLO
AHH
OBNK
IVR
HBNC
RMAX
GOSS
PETS
NRC
TGI
GSBC
DCO
LBAI
EIGI
PQG
CLNC
MSGN
ORBC
AGM
VXRT
ARQT
CLSK
MOD
CNR
CLW
NCBS
ATRS
HGEN
ALVR
CMO
BMTC
RIGL
GOCO
UEIC
AMSC
JOUT
HSTM
UMH
IMKTA
HLX
UUUU
RMR
PHAT
ALX
UVSP
GMRE
FMTX
VEC
GTES
QCRH
SPTN
KREF
QEP
GPMT
RXT
ZIOP
MCFE
ASIX
SRDX
ACEL
AMRX
PAE
UFCS
ORIC
CHUY
OLMA
KIDS
LDL
HSII
EGRX
TPB
CENX
BNGO
AMSWA
NEX
CTBI
CSV
ARDX
NKTX
DGII
USAT
GTHX
BPYU
HWKN
CPF
LIND
MRC
WIFI
DFIN
CAI
TPC
SLCA
SYX
PASG
ANAB
CCO
FLXN
CBTX
CNXN
FRTA
AMEH
TG
GRBK
BBSI
CPS
NLS
UPST
KODK
GERN
GTS
KRON
AVIR
THR
CFB
CAC
STRL
RC
MORF
WLDN
NWS
DCOM
PRLD
KNTE
PEBO
DBI
SPPI
SRG
VAPO
USM
FFG
HTBK
BFC
ATEN
PRVL
CRSR
ETH
TR
FORR
MTW
MNRL
GPRE
SGH
CLDT
ZIXI
OTRK
APEI
ITOS
AOSL
THFF
LLNW
GDYN
TSC
CTT
CTRN
CATC
AVRO
NPK
WRLD
CVI
CMTL
BEEM
CPE
AMK
MCFT
BCEL
SCHL
CUTR
WINA
NRIX
IMXI
UVE
BNFT
ATHA
ATNI
TTCF
AMOT
MBIN
NK
TMDX
EBF
GCO
AVD
KBAL
AKRO
VUZI
BZH
OCGN
FLDM
ATEX
FSP
KNSA
DVAX
SUMO
FFIC
DHIL
VSTM
WSBF
PCYO
ECOM
SRCE
UBA
DRRX
PRTS
ASPN
HYFM
PCVX
BDSI
GCI
OFLX
CLVS
MRNS
PAHC
SPNE
MPAA
OPRT
INSW
AKTS
BCEI
FOSL
IIIN
BMRC
GEVO
OPRX
NBR
NPTN
CRAI
DTIL
CBAY
MLR
MBWM
RBCAA
KE
CVM
ANNX
SPRO
HVT
RNA
BFST
RLMD
AWH
SYRS
BDGE
CIO
IBCP
SXC
GDEN
AXTI
VSEC
LQDT
VRS
PGC
CPRX
NTST
RBBN
DSPG
RGP
MEG
CRTX
BFS
FMBH
EIGR
JYNT
HMHC
MGI
FBM
FLIC
ACBI
TITN
HAFC
MSBI
ARTNA
CALA
HIFS
ALGS
AKBA
SFT
ALTA
KYMR
DJCO
RFP
BOMN
MAX
VKTX
CPLG
DXPE
NDLS
UEC
PBYI
DMTK
NSSC
VHC
ARAY
BHB
CTSO
PEIX
MTEM
KRO
IESC
ATHX
VRAY
MOFG
SNR
VCTR
CNSL
UTMD
HCCI
INBK
HOFT
FBRX
HT
RYAM
RFL
CNCE
AVXL
AMTI
MBI
UFPT
TRVN
DX
FISI
SIGA
ASO
BRG
FF
IDT
APTS
RMNI
TDW
SONA
AOUT
TISI
EQBK
NVEC
CRNX
CLFD
TRC
PLYM
OOMA
VRTV
FCBC
AMTB
HCKT
LMNR
IVC
CCNE
INS
PLSE
FIXX
FMNB
MTRX
SCVL
WSR
MEIP
CURO
XOMA
STFC
AGLE
CDZI
CVGI
ICAD
FNLC
LNDC
VPG
INFU
ODT
ATRO
TXMD
KDNY
RRGB
FC
CPSI
HCI
LFVN
CLAR
EVLO
OLP
SCPL
ITI
RLGT
RBNC
UFI
IMMR
CIA
PKE
BSRR
BRY
DDS
GTYH
HFFG
SSTI
HYMC
ANH
XXII
CCRN
SMBK
NWPX
PRTK
AQB
DYN
VMD
LTRPA
OSBC
CTMX
BXC
MCB
SENEA
HAYN
WTTR
CCCC
CODX
AGRX
HRTG
ITIC
GBIO
VITL
IIIV
AMNB
FSBW
FUV
RGCO
HTBI
HURC
APLT
GSKY
MVBF
POWL
IPI
SFST
PCSB
CDEV
ETM
OIS
TALO
CIVB
SELB
ANIP
CTO
WTBA
MOV
GATO
CDXC
ATLC
HBCP
VYGR
TACO
GENC
SMMF
CHMA
CZNC
RM
LAWS
GNE
BATRA
FLXS
MIRM
PKOH
ODC
DSKE
FPI
VYNE
CSTR
BLBD
LORL
AKUS
PWFL
NBEV
ASPU
TRNS
RGS
IVAC
AMPE
TWI
MCS
MCBS
CMRX
NNBR
EGAN
MTNB
LCI
XBIT
LYTS
FTSI
TSHA
GNTY
INBX
SLDB
SOI
OESX
FDBC
VOXX
RVI
TCS
KVHI
ALDX
WTRH
MCF
BWB
OPY
NLTX
RES
WTI
SCU
STXS
CTIC
REKR
SGC
RBB
CECE
RCKY
ASMB
PFIS
FMAO
BRT
ZYXI
DZSI
TLMD
CCBG
RYI
YRCW
ONEW
XERS
EZPW
IMUX
AIRG
BCML
LXRX
AMAL
ABUS
MGTA
REVG
AJX
PFHD
LUMO
FRBA
AXDX
IIN
STXB
NCMI
KZR
APYX
FVCB
PLRX
TLYS
GORO
GLYC
TAST
TBNK
KRMD
FBIO
TFFP
CLPT
LCTX
QMCO
SAVA
FRPH
FRGI
IDYA
DGICA
AVNW
WNEB
RMBI
GNSS
CASA
LRMR
DMAC
LE
STRT
CHS
SPOK
COFS
OYST
IRMD
MLP
LPI
FNKO
SHSP
ALSK
KOPN
AFIB
UTI
FCAP
STRS
CULP
CATO
EBTC
CURI
ACNB
CVCY
SIEN
GWRS
FCBP
EMKR
MCBC
ETNB
CNBKA
IDN
CTRA
TCDA
KALV
CRMD
ACRS
SNCR
PDLI
LCNB
FLNT
SPFI
FSTR
DAKT
VLGEA
AGS
GLRE
ONCT
CASI
USLM
CNTY
BGFV
CMBM
NKSH
GHM
GPX
GSAT
EVI
ATLO
SMBC
MNOV
PVBC
HROW
ALRS
BSET
PLPC
EML
BCBP
NBN
ORGO
NWFL
IHC
OCN
ESSA
CYBE
WHG
SRGA
TNAV
PVAC
CRD.B
GHL
TSBK
AMC
BNED
AAOI
FONR
ATXI
VRA
FTHM
INVE
HMTV
UBX
MSON
COGT
ONCR
MPB
HBIO
ALTG
NRIM
HBMD
CVLY
NODK
HZN
TPCO
ISTR
TTOO
RRBI
SMSI
LIVX
FBIZ
PWOD
BVH
MBIO
LCUT
FHTX
CHMI
ASUR
SAMG
BOCH
GEOS
CVLG
SREV
ADMA
TMST
ALPN
RDVT
ORRF
ALTM
EVFM
PKBK
EGLE
ACTG
USX
MHLD
LSF
WMC
SESN
TIPT
BELFB
VTGN
PXLW
LINC
IEA
AEYE
XONE
NGS
FUNC
RRD
GAIA
BWFG
NOVN
MWK
FSFG
SCOR
SPKE
ELVT
DLA
EDUC
CCB
ULH
FCCY
PCB
DYAI
ACET
HOV
MDCA
MRBK
BPRN
PRGX
CSPR
XAN
IEC
BGSF
TREC
AMRK
GSIT
TCFC
PTN
OSG
BWEN
CFRX
AVEO
CMLS
FULC
CSLT
NMTR
PBFS
ENZ
RSSS
NC
ZEUS
FTK
JAX
PTVCB
INTZ
PFBI
ORN
SCYX
ESXB
SLCT
SENS
GFN
INOD
CMCT
III
PFSW
ZVO
WYY
EGY
MNSB
OPBK
HBT
SFE
CKPT
PSTL
MRLN
NSCO
BDSX
CTG
RVP
UNTY
CBIO
VRCA
NBSE
QUMU
PROS
BHR
MN
CLPR
OPTN
URG
AQMS
EVC
JNCE
INZY
CMT
ASYS
MLSS
RNET
SHBI
WSTG
NGVC
HTBX
CHMG
MEC
KLDO
CBNK
PCTI
MICT
MMAC
AUMN
FRBK
DHX
CSBR
SQZ
TELA
LTRX
SMED
PAYS
STND
MTBC
OVID
APTX
EVBN
UIHC
RVSB
FVE
EBMT
BCLI
HBB
LPTH
APVO
MLVF
ESQ
ETON
NR
AAIC
RESN
PSTX
BBCP
AHT
DS
NXTC
FSTX
CYCN
MG
LPCN
ZAGG
BTU
MBII
THRY
MBCN
INFI
INMB
FLL
ORGS
EEX
WPG
LPTX
PAVM
FLMN
FCCO
GRTX
QADB
SBBP
EMAN
CFFI
DLTH
PZN
EXTN
GNCA
AXLA
HWBK
WEYS
LOGC
MFNC
NATH
BW
OCX
ABEO
ACRX
HEPA
HYRE
FNCB
CPST
ADES
MPX
ALOT
SIOX
CLSD
HRMY
CALB
ATNF
XCUR
GHLD
SGA
CDR
GTT
AYTU
PPIH
ADMS
CZWI
LEVL
CRBP
HCHC
PROV
XFOR
SCWX
PTSI
XGN
GDP
HGBL
MFIN
NH
ATNM
ONTX
CRD.A
ULBI
CEIX
NERV
MHH
KRUS
PBIP
CSSE
LBC
LEGH
CDTX
MNTX
ISDR
CBFV
SLS
ZOM
VEL
MYFW
RDI
PDLB
LFT
SMTI
GBL
SBFG
PEBK
ASPS
CEMI
WLFC
SRT
FFNW
PCYG
ELA
FNWB
DCTH
NTIC
BH.A
PMBC
SMMT
SCPH
ESTE
FGBI
CLRB
LNSR
SWKH
CERC
AUBN
BSGM
AGTC
AMRB
OBCI
ELOX
LJPC
OTLK
APRE
AQST
OVLY
CXDO
XSPA
AGM.A
BFIN
REFR
GEG
HBP
ACU
EQ
SIEB
IMRA
AC
GCBC
NAII
UBFO
BMRA
IDRA
AFI
PBPB
ARPO
MRAM
SYNL
APRN
BATL
LXU
NREF
ONCS
FEIM
AREC
USAP
OVBC
PLBC
CORR
PDEX
SOLY
ZYNE
SD
YCBD
BSVN
ICBK
PTRS
HQI
ARAV
AP
LMB
REPH
SLNO
ISSC
MGEN
LQDA
TTI
BIOC
EVOK
RLH
CPSS
XAIR
EPM
ELMD
FTEK
RNDB
PFIE
OPOF
LMPX
RUSHB
GIFI
PESI
AEHR
TYME
KTCC
LUB
SBT
CVU
FNHC
BBW
COCP
CRVS
ZDGE
GRIF
TSQ
SPRT
BBXIA
SNFCA
AMTX
MCHX
PULM
UNB
BCAB
CBAN
DGLY
SACH
TRCH
OEG
FRAF
EOLS
RMTI
STKS
BLPH
USAK
EYPT
TZOO
ONVO
IRIX
RELL
BOXL
BH
JCS
SBTX
FFBW
SVRA
PHAS
SMHI
CELC
GRTS
INTT
ZSAN
KINS
CDAK
ASRV
KBNT
PEI
CFMS
EPSN
ANIX
SANW
VALU
TESS
ECOR
SVBI
CMPI
OSH
DLHC
NTWK
MRKR
KEQU
HWCC
RFIL
PDSB
CLIR
OMEX
CFBK
WTER
HNNA
APEN
SRTS
SYBX
BRID
UBP
CATB
IMBI
EXPR
FPAY
SPRB
SND
NWHM
VERO
MBOT
GEF.B
BSBK
SFBC
YMTX
SGTX
IROQ
CSPI
GTIM
VTVT
PLXP
INUV
CRWS
NAVB
HDSN
GWGH
UONEK
GHSI
TRXC
PNRG
BKSC
AIRI
HIL
RNWK
BSY
CLDB
ISR
FRD
JVA
SBOW
CBMB
VTNR
GRIL
CLXT
PUBM
PMD
DWSN
CDOR
CHRA
CPIX
ARKR
RBKB
SSKN
RMBL
RBCN
SNGX
PW
BBI
OSS
ENG
CTHR
DAIO
IMH
NTIP
GVP
QUIK
LMST
HSON
ESP
PHX
ASRT
METC
EMCF
NEOS
KLXE
RMCF
CLSN
PFMT
RNGR
SRAX
REI
BF.A
GNLN
HNRG
CVV
ESBK
AMPY
DXR
SEAC
BBQ
MTEX
CSU
CTXR
VNCE
WTT
BYFC
ADMP
AVCO
AGFS
CLRO
ASTC
CIDM
OPNT
OGEN
AZRX
AESE
BBGI
APDN
CWBR
SLGG
HVBC
PHUN
EKSO
EYES
POLA
RKDA
ARDS
PRPO
WVVI
CPHC
BASI
NEPH
PTE
ICCC
AHC
ALNA
USIO
HOFV
ATOS
BLCM
CFBI
SCX
MTCR
WHLR
AAMC
ISNS
GFED
XELA
AVGR
MLND
CLBS
RIBT
SNSS
AINC
AZYO
AXAS
DLPN
SQBG
CPSH
AVCT
SONN
MKGI
NHLD
VCNX
JCTCF
SSBI
AWRE
BSQR
BXRX
STRM
ALIM
STON
CVR
FDMT
BTN
LTBR
JRSH
STSA
ALRN
LWAY
SNDE
HPR
USWS
USAU
RGLS
CTEK
SALM
RCMT
INTG
FSI
POAI
BIOL
UAMY
BPTH
ETTX
PTPI
XELB
CIX
MDIA
OCC
HTGM
TCI
UFAB
ADIL
IDXG
FGF
AEY
NL
